Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,2025-09-05,2025,9,5,,23.9,,12.1,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,24.0,,67.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-06,2025,9,6,,20.1,,10.4,,15.3,,2.7,,0.0,,0.0,T,0.0,,0.0,T,,,24.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-07,2025,9,7,,19.7,,8.8,,14.3,,3.7,,0.0,,0.0,T,0.0,,0.0,T,,,25.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-08,2025,9,8,,19.6,,7.2,,13.4,,4.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-09,2025,9,9,,22.3,,8.4,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-10,2025,9,10,,24.8,,11.3,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-11,2025,9,11,,25.8,,14.2,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-12,2025,9,12,,23.0,,13.7,,18.4,,0.0,,0.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-13,2025,9,13,,25.7,,16.7,,21.2,,0.0,,3.2,,0.0,T,0.0,,0.0,T,,,28.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-14,2025,9,14,,26.3,,14.4,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-15,2025,9,15,,24.6,,15.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-16,2025,9,16,,25.8,,12.9,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,11.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-17,2025,9,17,,25.7,,12.4,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-18,2025,9,18,,29.9,,13.2,,21.6,,0.0,,3.6,,0.0,,0.0,,0.0,,,,34.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-19,2025,9,19,,21.6,,12.6,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-20,2025,9,20,,18.7,,10.5,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,8.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-21,2025,9,21,,24.9,,11.4,,18.2,,0.0,,0.2,,22.8,,0.0,,22.8,,,,26.0,,67.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-22,2025,9,22,,24.1,,17.6,,20.9,,0.0,,2.9,,12.1,,0.0,,12.1,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-23,2025,9,23,,25.8,,18.1,,22.0,,0.0,,4.0,,38.1,,0.0,,38.1,,,,33.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-24,2025,9,24,,22.1,,18.1,,20.1,,0.0,,2.1,,9.7,,0.0,,9.7,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-25,2025,9,25,,21.6,,16.6,,19.1,,0.0,,1.1,,3.9,,0.0,,3.9,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-26,2025,9,26,,24.8,,14.0,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-27,2025,9,27,,25.8,,15.5,,20.7,,0.0,,2.7,,0.0,,0.0,,0.0,,,,17.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-28,2025,9,28,,24.4,,13.4,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,33.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-29,2025,9,29,,25.5,,10.8,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-30,2025,9,30,,22.4,,13.2,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,6.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-01,2025,10,1,,17.5,,8.1,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-02,2025,10,2,,18.8,,9.5,,14.2,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-03,2025,10,3,,24.3,,8.9,,16.6,,1.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-04,2025,10,4,,26.9,,15.1,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-05,2025,10,5,,27.2,,15.1,,21.2,,0.0,,3.2,,0.0,,0.0,,0.0,,,,16.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-06,2025,10,6,,28.1,,15.2,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,24.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-07,2025,10,7,,21.8,,12.8,,17.3,,0.7,,0.0,,0.9,,0.0,,0.9,,,,33.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-08,2025,10,8,,14.8,,5.5,,10.2,,7.8,,0.0,,0.0,,0.0,,0.0,,,,33.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-09,2025,10,9,,12.9,,3.7,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-10,2025,10,10,,17.5,,3.0,,10.3,,7.7,,0.0,,3.3,,0.0,,3.3,,,,17.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-11,2025,10,11,,18.3,,11.1,,14.7,,3.3,,0.0,,0.0,T,0.0,,0.0,T,,,9.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-12,2025,10,12,,18.4,,9.0,,13.7,,4.3,,0.0,,0.0,T,0.0,,0.0,T,,,11.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-13,2025,10,13,,18.1,,8.9,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-14,2025,10,14,,21.9,,7.6,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,,,34.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-15,2025,10,15,,13.9,,5.4,,9.7,,8.3,,0.0,,0.0,,0.0,,0.0,,,,35.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-16,2025,10,16,,15.1,,3.6,,9.4,,8.6,,0.0,,0.0,,0.0,,0.0,,,,36.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-17,2025,10,17,,12.5,,5.2,,8.9,,9.1,,0.0,,4.9,,0.0,,4.9,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-18,2025,10,18,,21.6,,11.9,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,,,14.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-19,2025,10,19,,21.9,,12.5,,17.2,,0.8,,0.0,,7.4,,0.0,,7.4,,,,25.0,,55.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-20,2025,10,20,,16.1,,5.9,,11.0,,7.0,,0.0,,2.2,,0.0,,2.2,,,,31.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-21,2025,10,21,,16.4,,4.8,,10.6,,7.4,,0.0,,0.7,,0.0,,0.7,,,,25.0,,59.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-22,2025,10,22,,11.4,,5.6,,8.5,,9.5,,0.0,,0.7,,0.0,,0.7,,,,26.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-23,2025,10,23,,13.4,,5.5,,9.5,,8.5,,0.0,,0.5,,0.0,,0.5,,,,27.0,,48.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-24,2025,10,24,,12.4,,2.6,,7.5,,10.5,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-25,2025,10,25,,11.8,,2.4,,7.1,,10.9,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-26,2025,10,26,,9.6,,0.0,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-27,2025,10,27,,9.6,,1.2,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-28,2025,10,28,,10.4,,3.9,,7.2,,10.8,,0.0,,0.0,,0.0,,0.0,,,,6.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-29,2025,10,29,,11.8,,2.3,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-30,2025,10,30,,8.8,,5.1,,7.0,,11.0,,0.0,,12.3,,0.0,,12.3,,,,2.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-31,2025,10,31,,9.0,,3.3,,6.2,,11.8,,0.0,,1.5,,0.0,,1.5,,,,30.0,,72.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-01,2025,11,1,,9.9,,1.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,,,27.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-02,2025,11,2,,10.2,,-1.1,,4.6,,13.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-11-03,2025,11,3,,11.0,,3.0,,7.0,,11.0,,0.0,,0.7,,0.0,,0.7,,,,26.0,,67.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-04,2025,11,4,,14.1,,1.7,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,,,27.0,,58.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-05,2025,11,5,,12.7,,4.3,,8.5,,9.5,,0.0,,0.0,T,0.0,,0.0,T,,,30.0,,61.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-06,2025,11,6,,6.9,,0.3,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,,,31.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-07,2025,11,7,,10.9,,3.7,,7.3,,10.7,,0.0,,3.3,,0.0,,3.3,,,,28.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-08,2025,11,8,,8.1,,1.1,,4.6,,13.4,,0.0,,0.0,,0.0,T,0.0,T,,,28.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-09,2025,11,9,,1.7,,-3.7,,-1.0,,19.0,,0.0,,0.0,,9.8,,8.0,,1.0,,1.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-10,2025,11,10,,-2.6,,-4.4,,-3.5,,21.5,,0.0,,0.0,,1.6,,1.2,,5.0,,35.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-11,2025,11,11,,2.9,,-4.0,,-0.6,,18.6,,0.0,,0.2,,1.2,,1.4,,8.0,,30.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-12,2025,11,12,,7.0,,1.0,,4.0,,14.0,,0.0,,0.2,,0.0,T,0.2,,3.0,,28.0,,54.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-13,2025,11,13,,6.8,,0.4,,3.6,,14.4,,0.0,,0.0,T,0.0,,0.0,T,,,32.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-14,2025,11,14,,8.9,,0.4,,4.7,,13.3,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-11-15,2025,11,15,,11.3,,1.7,,6.5,,11.5,,0.0,,2.6,,0.0,,2.6,,,,30.0,,63.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-16,2025,11,16,,8.2,,-2.3,,3.0,,15.0,,0.0,,0.0,,0.2,,0.2,,,,31.0,,84.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-17,2025,11,17,,5.0,,-2.8,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,32.0,,55.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-18,2025,11,18,,6.8,,-1.3,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-11-19,2025,11,19,,6.0,,-3.8,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-11-20,2025,11,20,,6.5,,-2.1,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-11-21,2025,11,21,,10.7,,2.7,,6.7,,11.3,,0.0,,0.2,,0.0,,0.2,,,,28.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-22,2025,11,22,,5.8,,0.1,,3.0,,15.0,,0.0,,0.0,T,0.0,,0.0,T,,,32.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-23,2025,11,23,,10.1,,2.7,,6.4,,11.6,,0.0,,0.0,,0.0,T,0.0,T,,,31.0,,59.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-24,2025,11,24,,8.5,,-0.8,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-11-25,2025,11,25,,9.8,,4.7,,7.3,,10.7,,0.0,,5.2,,0.0,,5.2,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-11-26,2025,11,26,,11.2,,1.3,,6.3,,11.7,,0.0,,0.6,,0.0,,0.6,,,,24.0,,65.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-27,2025,11,27,,3.4,,-1.0,,1.2,,16.8,,0.0,,0.0,,1.2,,1.2,,0.0,T,23.0,,68.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-28,2025,11,28,,3.1,,-3.3,,-0.1,,18.1,,0.0,,0.0,,0.0,T,0.0,T,,,29.0,,67.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-29,2025,11,29,,1.4,,-4.5,,-1.6,,19.6,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,14.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-11-30,2025,11,30,,2.6,,-2.2,,0.2,,17.8,,0.0,,1.8,,5.4,,7.2,,5.0,,31.0,,59.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-01,2025,12,1,,-1.9,,-7.2,,-4.6,,22.6,,0.0,,0.0,,1.8,,1.6,,0.0,T,31.0,,54.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-02,2025,12,2,,0.1,,-7.0,,-3.5,,21.5,,0.0,,0.0,,2.0,,1.6,,3.0,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-12-03,2025,12,3,,2.0,,-7.1,,-2.6,,20.6,,0.0,,0.0,,0.8,,0.8,,1.0,,25.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-04,2025,12,4,,-1.4,,-12.0,,-6.7,,24.7,,0.0,,0.0,,0.2,,0.2,,1.0,,29.0,,63.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-05,2025,12,5,,-0.5,,-11.9,,-6.2,,24.2,,0.0,,0.0,,0.0,,0.0,,1.0,,25.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-06,2025,12,6,,1.0,,-1.7,,-0.4,,18.4,,0.0,,0.0,,0.2,,0.2,,0.0,T,22.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-07,2025,12,7,,-0.5,,-8.1,,-4.3,,22.3,,0.0,,0.0,,1.8,,1.8,,0.0,T,31.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-08,2025,12,8,,-3.3,,-12.7,,-8.0,,26.0,,0.0,,0.0,,0.0,,0.0,,,,36.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-09,2025,12,9,,0.6,,-9.3,,-4.4,,22.4,,0.0,,0.2,,0.4,,0.6,,2.0,E,20.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-10,2025,12,10,,1.2,,-7.2,,-3.0,,21.0,,0.0,,0.2,,10.0,,9.8,,5.0,,33.0,,74.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-11,2025,12,11,,-5.6,,-12.3,,-9.0,,27.0,,0.0,,0.0,,0.0,,0.0,,5.0,,30.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-12,2025,12,12,,-0.8,,-12.1,,-6.5,,24.5,,0.0,,0.0,,0.0,T,0.0,T,5.0,,26.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-13,2025,12,13,,-1.4,,-9.7,,-5.6,,23.6,,0.0,,0.0,,0.0,T,0.0,T,5.0,,28.0,,61.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-14,2025,12,14,,-7.2,,-12.5,,-9.9,,27.9,,0.0,,0.0,,0.0,,0.0,,5.0,,31.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-15,2025,12,15,,-4.3,,-13.3,,-8.8,,26.8,,0.0,,0.0,,0.2,,0.2,,5.0,,26.0,,54.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-16,2025,12,16,,2.2,,-7.1,,-2.5,,20.5,,0.0,,0.0,,0.0,T,0.0,T,3.0,,24.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-17,2025,12,17,,4.3,,0.2,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,3.0,,28.0,,59.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-18,2025,12,18,,9.1,,0.1,,4.6,,13.4,,0.0,,0.0,T,0.0,,0.0,T,1.0,,15.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-19,2025,12,19,,9.4,,-5.0,,2.2,,15.8,,0.0,,3.8,,0.0,T,3.8,,,,28.0,,76.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-20,2025,12,20,,4.3,,-4.6,,-0.2,,18.2,,0.0,,0.0,,0.0,,0.0,,,,23.0,,58.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-21,2025,12,21,,3.0,,-5.3,,-1.2,,19.2,,0.0,,0.0,,0.0,T,0.0,T,,,29.0,,76.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-22,2025,12,22,,3.6,,-7.2,,-1.8,,19.8,,0.0,,2.1,,0.2,,2.3,,,,25.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-23,2025,12,23,,3.9,,0.0,,2.0,,16.0,,0.0,,0.0,,9.8,,9.8,,10.0,,30.0,,58.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-24,2025,12,24,,3.0,,-2.0,,0.5,,17.5,,0.0,,0.0,,0.0,,0.0,,2.0,,33.0,,81.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-25,2025,12,25,,2.5,,-7.8,,-2.7,,20.7,,0.0,,0.0,,0.0,,0.0,,,,36.0,,55.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-26,2025,12,26,,-2.2,,-9.0,,-5.6,,23.6,,0.0,,0.0,,12.0,,11.2,,4.0,E,11.0,,58.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-27,2025,12,27,,-2.9,,-9.3,,-6.1,,24.1,,0.0,,0.0,,0.0,T,0.0,T,10.0,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-12-28,2025,12,28,,2.4,,-3.0,,-0.3,,18.3,,0.0,,41.2,,0.0,,41.2,,8.0,,25.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-29,2025,12,29,,5.2,,-8.1,,-1.5,,19.5,,0.0,,0.4,,2.0,,2.4,,2.0,,25.0,,78.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-30,2025,12,30,,-3.9,,-8.1,,-6.0,,24.0,,0.0,,0.0,,0.0,T,0.0,T,2.0,,28.0,,68.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-12-31,2025,12,31,,-4.0,,-10.8,,-7.4,,25.4,,0.0,,0.0,,1.6,,1.2,,2.0,,33.0,,59.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-01,2021,1,1,,3.4,,-6.0,,-1.3,,19.3,,0.0,,0.0,,0.0,,0.0,,11.0,,27.0,,48.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-02,2021,1,2,,8.4,,-6.6,,0.9,,17.1,,0.0,,0.0,,0.0,,0.0,,10.0,,26.0,,67.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-03,2021,1,3,,5.3,,-6.6,,-0.7,,18.7,,0.0,,0.0,,0.0,,0.0,,9.0,,27.0,,61.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-04,2021,1,4,,3.4,,-7.3,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,6.0,,29.0,,50.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-05,2021,1,5,,4.9,,-3.1,,0.9,,17.1,,0.0,,0.0,,0.0,T,0.0,T,4.0,,35.0,,52.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-06,2021,1,6,,5.2,,-6.8,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,4.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-07,2021,1,7,,3.7,,-9.0,,-2.7,,20.7,,0.0,,0.0,,0.0,,0.0,,7.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-08,2021,1,8,,-1.7,,-15.0,,-8.4,,26.4,,0.0,,0.0,,0.0,,0.0,,10.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-09,2021,1,9,,-0.1,,-12.5,,-6.3,,24.3,,0.0,,0.0,,0.0,,0.0,,9.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-10,2021,1,10,,7.7,,-13.7,,-3.0,,21.0,,0.0,,0.0,,0.0,,0.0,,8.0,,27.0,,65.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-11,2021,1,11,,8.7,,-1.1,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,8.0,,27.0,,67.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-12,2021,1,12,,8.2,,-2.3,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,4.0,,27.0,,63.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-13,2021,1,13,,7.5,,-0.2,,3.7,,14.3,,0.0,,0.2,,0.0,T,0.2,,4.0,,35.0,,89.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-14,2021,1,14,,1.8,,-6.8,,-2.5,,20.5,,0.0,,0.0,,0.0,,0.0,,4.0,,27.0,,45.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-15,2021,1,15,,8.7,,-7.8,,0.5,,17.5,,0.0,,0.0,,0.0,,0.0,,4.0,,28.0,,55.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-16,2021,1,16,,5.2,,-2.0,,1.6,,16.4,,0.0,,0.0,,0.0,,0.0,,4.0,,28.0,,52.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-17,2021,1,17,,6.8,,-2.7,,2.1,,15.9,,0.0,,0.0,,0.0,T,0.0,T,3.0,,29.0,,50.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-18,2021,1,18,,2.9,,-5.8,,-1.5,,19.5,,0.0,,0.0,,0.0,,0.0,,3.0,,34.0,,45.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-19,2021,1,19,,9.7,,-9.5,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,3.0,,30.0,,76.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-20,2021,1,20,,4.4,,-9.6,,-2.6,,20.6,,0.0,,0.0,,0.0,,0.0,,2.0,,29.0,,46.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-21,2021,1,21,,-1.4,,-9.2,,-5.3,,23.3,,0.0,,0.0,,0.0,,0.0,,2.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-22,2021,1,22,,-3.2,,-11.9,,-7.6,,25.6,,0.0,,0.0,,0.0,,0.0,,2.0,,1.0,,39.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-23,2021,1,23,,-2.6,,-15.6,,-9.1,,27.1,,0.0,,0.0,,0.2,,0.2,,2.0,,4.0,,33.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-24,2021,1,24,,-13.3,,-16.3,,-14.8,,32.8,,0.0,,0.0,,0.4,,0.4,,2.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-25,2021,1,25,,-13.7,,-17.5,,-15.6,,33.6,,0.0,,0.0,,0.8,,0.8,,2.0,,15.0,,33.0,
-114.01,51.12,CALGARY INTL A,3031092,2021-01-26,2021,1,26,,-12.7,,-17.0,,-14.9,,32.9,,0.0,,0.0,,1.4,,1.1,,2.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-27,2021,1,27,,-11.8,,-14.6,,-13.2,,31.2,,0.0,,0.0,,4.6,,1.4,,3.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-28,2021,1,28,,-13.2,,-15.7,,-14.5,,32.5,,0.0,,0.0,,0.3,,0.3,,2.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-29,2021,1,29,,-5.9,,-15.6,,-10.8,,28.8,,0.0,,0.0,,0.0,,0.0,,7.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-30,2021,1,30,,-0.1,,-16.0,,-8.1,,26.1,,0.0,,0.0,,0.0,,0.0,,7.0,,,M,,M
-114.01,51.12,CALGARY INTL A,3031092,2021-01-31,2021,1,31,,4.5,,-12.0,,-3.8,,21.8,,0.0,,0.0,,0.0,,0.0,,7.0,,17.0,,32.0,
